order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
9333,5,246,10,1404.6300,0.0562,0.0817
2501,2,152,9,528.8911,0.2461,0.2184
4441,3,249,4,912.1485,0.2866,0.1965
9312,10,118,7,252.7291,0.1835,0.2299
4663,8,23,5,1867.0093,0.4788,0.0564
8050,3,236,1,376.3592,0.0895,0.1208
2904,1,98,2,1810.6112,0.4790,0.0909
7624,7,3,10,671.1587,0.2194,0.1706
5586,6,164,5,1626.6062,0.3894,0.2080
592,9,87,4,1592.4294,0.2251,0.1316
9139,7,156,9,254.8740,0.1824,0.0840
4207,7,47,4,1271.3098,0.1499,0.1891
1597,5,29,1,1905.3383,0.2133,0.1965
9392,7,212,1,1663.8014,0.2063,0.1485
4712,9,137,4,972.1694,0.4431,0.0112
14,3,234,9,983.5898,0.1581,0.0972
1724,6,212,4,1136.7903,0.3884,0.1550
5011,7,61,9,691.9822,0.2003,0.1294
7539,8,69,9,1698.0084,0.3795,0.0432
985,1,142,8,1079.1370,0.0331,0.2438
4420,2,170,2,1630.6436,0.3890,0.0431
4463,10,111,6,49.1925,0.1746,0.0653
3496,5,207,5,1421.8610,0.3487,0.1077
3296,7,31,6,248.6554,0.1506,0.1708
6573,2,241,10,455.8050,0.3522,0.1432
4677,6,6,10,1737.6951,0.4523,0.0819
2983,6,80,6,641.1203,0.4480,0.1017
6347,2,35,6,519.9891,0.3476,0.2209
1930,6,84,9,1722.1489,0.0850,0.0733
8197,9,119,8,10.3756,0.4041,0.1690
5122,8,173,1,861.7007,0.1291,0.2010
1713,8,186,8,70.1591,0.3145,0.0936
1782,9,152,2,843.9207,0.4438,0.0243
215,4,183,9,673.1017,0.3681,0.2142
7441,8,174,7,1962.2062,0.4145,0.2409
2949,7,41,3,1277.0956,0.1137,0.1096
7391,5,60,10,390.2691,0.1053,0.0668
2352,6,95,5,1235.4712,0.1331,0.2222
5476,9,197,3,747.1826,0.2030,0.1184
499,3,102,2,279.5826,0.1823,0.0009
6775,9,153,6,63.3862,0.4078,0.1870
7623,4,27,2,903.0491,0.1764,0.1557
6099,1,121,5,1585.9297,0.3456,0.0651
1657,10,185,2,1285.7595,0.4246,0.2156
7075,10,11,10,1988.3233,0.1687,0.0515
6206,4,54,3,483.8085,0.1455,0.2118
5268,2,38,7,855.1227,0.4697,0.2009
1122,3,207,6,1157.4021,0.4740,0.1727
4388,9,183,3,851.7916,0.0468,0.1178
7782,4,164,2,1899.9361,0.0794,0.1346
8445,7,108,4,545.7725,0.1412,0.2390
8768,9,144,4,216.1737,0.3335,0.0196
7536,9,133,2,1983.1949,0.0879,0.0487
4198,9,82,5,912.2418,0.2219,0.2180
9601,7,191,5,256.9302,0.3962,0.2138
2551,5,100,9,927.8349,0.2106,0.1765
814,9,143,8,445.2563,0.4408,0.0850
4762,4,151,10,1878.0050,0.1116,0.1087
2685,1,112,10,1989.6348,0.2478,0.0958
9820,4,240,4,1509.1634,0.2685,0.1050
5627,8,216,1,339.8867,0.4480,0.1251
3143,8,166,7,432.0646,0.3993,0.2240
1024,1,114,6,1792.4882,0.4602,0.1910
7114,3,160,9,1104.4987,0.3946,0.0063
9269,10,109,3,745.7255,0.1194,0.2491
7615,5,58,3,1553.8264,0.4515,0.2107
529,10,199,7,430.1013,0.3075,0.0074
8555,4,237,6,584.4498,0.1215,0.2050
3498,5,69,1,1763.2245,0.3521,0.0745
9556,6,66,1,1444.4297,0.1002,0.0762
8132,5,120,8,1950.8386,0.0679,0.2097
3996,5,134,8,1733.5398,0.2169,0.1898
6753,9,48,2,1799.0536,0.2415,0.1784
3138,10,165,2,551.7834,0.2187,0.0244
9881,9,52,7,1205.7117,0.1168,0.0766
8906,3,63,7,1399.0027,0.3465,0.2353
6325,6,69,1,100.1678,0.1901,0.1308
7773,2,150,8,1862.7744,0.1622,0.0526
8643,7,1,10,61.8096,0.2330,0.2213
8135,1,60,7,1494.8970,0.0724,0.2141
7392,7,122,8,967.3553,0.2126,0.0106
507,5,172,1,534.4351,0.1300,0.1765
7080,3,164,4,1854.3224,0.1730,0.1416
7686,3,192,3,85.6138,0.4329,0.1309
3176,7,125,8,1855.3882,0.2981,0.0465
8281,4,238,9,200.3480,0.0242,0.0021
6002,9,84,1,14.6584,0.4746,0.0011
3363,4,130,8,899.8076,0.1165,0.0456
9490,6,239,8,980.3960,0.3340,0.0015
1108,3,55,2,526.7344,0.1373,0.0954
3588,8,223,7,151.5696,0.1924,0.0542
9737,5,232,1,667.8827,0.1095,0.1342
3301,10,81,1,449.9344,0.4439,0.0403
6545,9,44,9,446.1367,0.3777,0.0718
8770,4,60,5,493.2465,0.2925,0.0749
8655,6,125,6,1160.0568,0.0993,0.2261
4223,5,63,8,1948.9021,0.2738,0.0468
6794,6,132,3,1288.8010,0.0303,0.1428
6141,5,120,10,1839.2856,0.4610,0.1546
4753,3,232,9,304.8933,0.3331,0.0294
7720,3,80,9,1586.7470,0.1931,0.1679
8701,3,96,10,1570.2142,0.4828,0.1501
3111,2,230,6,1336.3039,0.2318,0.1187
959,7,75,8,1761.2745,0.0235,0.1015
202,1,141,10,1501.6670,0.4469,0.1570
4446,6,12,6,1685.0649,0.2957,0.1493
3715,1,96,1,1845.9001,0.1050,0.2489
9912,10,15,4,1546.3605,0.4091,0.0226
5242,9,198,4,218.8265,0.3572,0.0247
1354,9,250,4,1079.5539,0.0413,0.1579
3043,1,84,10,1549.8459,0.2137,0.0940
3283,6,95,2,1809.2833,0.4662,0.2233
5467,10,81,2,1437.8198,0.2614,0.1471
9173,2,247,7,1191.0706,0.4667,0.0940
8881,1,216,8,505.0454,0.0085,0.0849
741,5,88,7,1236.7343,0.4497,0.2392
1631,6,209,7,1357.7728,0.1712,0.0302
6839,6,96,1,1796.5115,0.2723,0.1312
7008,3,198,7,878.8925,0.1575,0.0045
5646,8,82,9,1038.0005,0.2014,0.2263
3848,2,56,7,1580.7898,0.4691,0.1255
508,5,145,5,1046.4307,0.1651,0.1650
6368,4,24,10,1787.5394,0.3228,0.1070
6769,6,4,4,1062.3781,0.3650,0.2067
6368,3,85,4,1996.6867,0.4485,0.1007
682,8,243,10,159.6611,0.3385,0.0175
8717,6,180,3,1488.7815,0.4079,0.1839
3960,5,43,1,1844.0300,0.2964,0.0396
6399,6,53,9,700.2608,0.4206,0.1686
2613,10,29,7,1129.1723,0.2315,0.0740
805,6,19,2,1309.6694,0.4808,0.0579
3392,6,49,8,702.9815,0.4555,0.0076
8664,10,233,4,1787.2413,0.3009,0.0636
6093,1,199,7,1777.8735,0.0196,0.2120
6633,6,208,3,581.3730,0.3838,0.0381
4997,10,10,8,1589.3660,0.0876,0.1226
4866,2,55,6,824.1960,0.2519,0.2023
896,9,192,1,1705.4616,0.4173,0.1258
3752,8,86,1,1055.4817,0.4296,0.0597
6022,1,94,3,276.5217,0.1684,0.2081
3748,6,10,3,1733.8935,0.1675,0.1135
8687,8,227,3,198.8439,0.4341,0.2380
5002,1,91,8,808.8873,0.0631,0.2471
3336,3,240,6,823.7341,0.0754,0.0026
2018,3,248,5,94.6494,0.1976,0.0923
9076,10,201,5,59.9853,0.2157,0.0756
361,9,166,9,384.1224,0.4435,0.0299
9405,1,119,8,339.4163,0.0560,0.0253
1625,6,129,10,110.3065,0.2405,0.0752
321,3,110,7,1582.7771,0.3920,0.0915
9438,10,90,6,390.2329,0.4761,0.0809
6112,7,169,6,1015.4681,0.2321,0.0154
5029,10,189,6,1951.0480,0.1790,0.0506
4032,5,172,9,1890.6173,0.0981,0.1735
527,5,83,9,423.4097,0.0801,0.0599
2101,2,211,2,1097.7244,0.3590,0.0109
8753,9,92,1,144.5364,0.4744,0.2343
564,9,194,1,968.9748,0.1628,0.1902
5180,9,213,4,748.4567,0.1600,0.0153
5256,10,42,7,799.9681,0.3691,0.2290
8596,4,114,10,826.0478,0.0573,0.1037
4043,7,6,9,1993.3542,0.1715,0.1015
1730,4,217,2,1215.3874,0.0065,0.0124
550,10,101,4,1674.5850,0.0972,0.1826
9567,1,46,7,444.7680,0.4829,0.0426
6283,6,3,6,943.6288,0.1295,0.2345
593,9,178,7,1756.7389,0.4847,0.0438
4403,1,75,5,505.6788,0.0679,0.0938
9168,3,98,2,1646.3294,0.0045,0.1999
3748,5,209,6,633.6724,0.1762,0.1690
5744,5,46,9,1912.9883,0.4551,0.0133
7218,5,169,1,764.6224,0.0128,0.0844
186,1,91,3,1855.5261,0.1490,0.2205
6754,8,52,1,467.9233,0.1857,0.1411
3744,5,87,3,1516.7681,0.4015,0.0539
8371,10,86,3,497.6984,0.1635,0.1510
1116,10,184,3,304.8254,0.3504,0.2433
8867,1,20,3,1589.0306,0.2881,0.0562
4110,9,234,2,1091.8207,0.4952,0.1164
7731,10,25798,7,509.1571,0.4920,0.2447
2221,8,238,1,1318.1638,0.4852,0.0692
5467,5,34,1,844.8242,0.2805,0.2237
3899,8,4,3,933.2386,0.4881,0.0006
9813,8,193,5,939.1274,0.1114,0.0080
3017,9,112,10,505.4622,0.2771,0.1140
2556,1,121,6,861.8527,0.4024,0.1549
1459,2,20,4,892.9549,0.4172,0.1315
3467,7,209,9,1109.4682,0.2487,0.0607
1325,3,130,2,240.5431,0.3728,0.0184
7994,2,98,8,1137.7822,0.4648,0.2334
8547,6,121,4,1710.7695,0.3490,0.0962
4036,9,195,8,520.2233,0.1244,0.2472
9364,1,203,7,275.7511,0.4183,0.1504
8442,3,210,1,1352.9644,0.4252,0.0115
9951,4,9,1,1086.6085,0.4964,0.1524
4117,4,43,2,1410.7063,0.4986,0.1562
7811,10,62,5,304.7531,0.3109,0.1408
5057,3,127,4,244.8773,0.1914,0.0723
7496,4,162,4,379.9254,0.3235,0.2181
6620,5,135,10,983.5737,0.3969,0.0539
4373,10,57,4,956.7529,0.4731,0.2079
5639,9,139,7,1305.2074,0.1202,0.0610
8598,5,248,4,1214.5958,0.3154,0.0109
619,3,171,7,301.2046,0.1141,0.0980
8225,9,236,2,1618.4593,0.2490,0.1703
9113,9,157,10,770.4377,0.1703,0.0069
367,4,207,4,1419.6328,0.0779,0.0082
3069,2,32,4,1741.9370,0.1991,0.2265
2126,8,217,2,1549.8019,0.3275,0.1517
3167,7,171,6,562.2653,0.2797,0.1581
2505,3,128,10,1391.4448,0.1724,0.1613
2683,7,72,8,748.4179,0.3224,0.1238
5243,7,180,5,553.7827,0.3930,0.0883
6924,8,139,1,754.7347,0.4590,0.0483
2989,3,54,10,190.8120,0.1878,0.0057
1198,6,120,10,385.9790,0.4952,0.0802
8921,10,249,6,1691.5695,0.0685,0.1301
4249,8,16,7,406.3646,0.2887,0.2090
5316,6,181,1,677.3966,0.3270,0.2058
2710,2,45,3,1544.6382,0.1548,0.2382
4748,1,4,1,1716.6836,0.3035,0.0045
7042,2,43,5,1896.4825,0.2463,0.0148
1618,6,181,9,552.9373,0.4987,0.1899
7732,1,116,1,713.2014,0.3661,0.0757
8366,7,186,7,167.9688,0.0025,0.0033
8044,7,47,9,424.0052,0.0175,0.1649
8536,4,2,5,1355.0046,0.4726,0.1404
1454,4,16,5,936.2227,0.1988,0.0043
2957,6,52,1,725.4584,0.2307,0.0017
7418,4,169,10,1451.5350,0.3567,0.0971
8052,8,170,10,444.9811,0.1138,0.0508
515,6,15,5,1059.6876,0.1449,0.2241
6673,7,44,3,1285.8106,0.2215,0.1217
5593,6,31,7,1882.9419,0.0444,0.0269
4213,1,134,8,482.1484,0.2675,0.2181
4553,7,146,5,1438.0744,0.0157,0.0891
6926,1,220,10,111.2183,0.0987,0.2237
6953,9,229,4,1710.2556,0.4465,0.1106
5505,5,73,7,1732.8403,0.1354,0.1395
4279,6,89,1,117.6115,0.0421,0.0504
9261,3,83,3,1129.1778,0.4408,0.0249
9093,9,25361,6,1855.4506,0.2189,0.1094
9368,2,22,4,63.1557,0.4478,0.2120
2681,5,66,7,1626.7437,0.1274,0.1490
8707,1,151,4,96.9560,0.1429,0.0385
3572,6,2,3,460.4251,0.0772,0.0728
8632,1,17,10,1063.5235,0.0664,0.1554
208,10,224,1,1637.2639,0.4781,0.2286
3858,3,122,7,1779.1968,0.2389,0.1668
9411,1,148,2,1050.5209,0.4214,0.0279
1298,2,162,6,189.4524,0.1712,0.0921
9105,7,147,5,982.7219,0.1537,0.2029
8394,3,36,1,1490.1119,0.1182,0.2182
752,4,192,10,877.1022,0.0447,0.1789
3920,9,88,6,653.0562,0.0194,0.1445
835,9,225,10,1142.0558,0.2442,0.2223
4469,6,69,1,1757.1050,0.2709,0.0425
2735,2,209,7,144.7033,0.3177,0.2035
4162,5,41,2,227.5433,0.1336,0.1485
3894,5,102,6,909.3138,0.4592,0.0487
1888,2,175,2,1425.6605,0.0962,0.0069
6232,5,208,5,1946.1940,0.3068,0.1052
1834,7,189,3,212.6691,0.0230,0.1929
4445,10,183,8,321.3872,0.0960,0.0542
4711,5,210,3,369.8378,0.3136,0.2337
6624,5,64,8,251.2850,0.0650,0.2370
8649,1,214,3,855.6425,0.4681,0.2135
2654,10,169,3,102.9993,0.0714,0.2359
81,9,160,4,196.0550,0.4484,0.1384
9047,6,87,1,818.0986,0.3994,0.1126
29,1,218,4,1485.8242,0.1718,0.1385
3519,5,48,6,1502.9535,0.3707,0.0470
760,5,175,8,888.4267,0.3926,0.0900
746,7,36,3,1210.1809,0.0750,0.0388
1822,10,154,9,1661.2510,0.2116,0.2086
757,9,138,8,1874.2082,0.0714,0.1942
5415,8,8,8,525.5223,0.2014,0.2387
7310,6,236,10,367.5002,0.2049,0.2369
8207,7,138,7,683.6504,0.0288,0.1327
3371,7,77,5,965.8968,0.2224,0.1880
993,5,233,6,1823.0341,0.0246,0.1400
8087,4,108,6,436.8313,0.2130,0.0516
6507,7,184,1,13.1518,0.3333,0.1167
607,5,27,9,1042.6127,0.4550,0.1268
4558,4,176,8,464.5161,0.4208,0.1362
300,2,76,6,788.9793,0.0769,0.0798
9716,3,132,2,1041.9472,0.2522,0.1499
5910,4,180,4,264.9611,0.3576,0.0466
9382,7,90,9,444.8227,0.2428,0.1975
7110,10,94,1,1393.9929,0.2147,0.2211
4067,10,99,7,1776.2568,0.3400,0.2215
4729,9,43,3,353.5547,0.3310,0.1011
8063,2,4,8,947.4037,0.3681,0.1248
8203,4,230,9,1550.7929,0.0597,0.0060
3232,9,23,6,242.1717,0.2259,0.1882
3565,2,116,3,1914.5448,0.1266,0.2387
7082,1,188,1,739.4162,0.3801,0.0765
8870,3,191,8,1792.2009,0.1168,0.0369
4674,7,70,8,1312.7358,0.2640,0.0541
4870,9,178,3,943.6476,0.4586,0.1870
6409,5,127,2,249.3613,0.1125,0.0749
2877,9,185,10,137.7970,0.4094,0.0754
7776,3,143,9,1935.8924,0.3093,0.2316
4962,1,2,2,1987.9267,0.2840,0.2026
3213,9,165,8,80.3208,0.4539,0.1905
826,2,115,8,1482.9958,0.1479,0.2211
8283,8,242,3,734.1581,0.0388,0.0462
5765,3,246,6,502.1191,0.3978,0.0125
4664,2,67,2,844.3162,0.1896,0.1478
6256,9,170,4,916.6362,0.4308,0.1959
1800,7,87,4,247.3846,0.2120,0.0802
1049,1,177,3,599.4432,0.0695,0.2498
9724,4,120,8,0.0000,0.2844,0.0881
9763,1,85,7,1666.5556,0.0500,0.1159
3895,2,76,9,1492.3094,0.2297,0.0380
9382,7,151,3,1085.3602,0.1161,0.2252
5961,3,61,10,1300.9555,0.1862,0.1693
9076,7,27,7,1507.3718,0.2552,0.2076
6715,4,159,9,1617.1941,0.0497,0.1820
9109,5,10,9,495.8258,0.2517,0.2227
8705,2,156,10,467.9652,0.3107,0.2115
9110,1,227,2,681.5543,0.1610,0.1831
7848,6,105,3,1791.0097,0.3991,0.0461
7798,1,220,8,1887.8531,0.0068,0.0008
367,5,190,1,1398.5871,0.3532,0.2448
43,6,100,3,663.4422,0.4192,0.0323
9907,1,133,7,907.8383,0.0317,0.0982
5242,4,26,5,867.4154,0.1166,0.0649
1763,8,39,2,433.3105,0.1571,0.2136
6747,8,112,4,546.8656,0.3830,0.1894
1212,1,101,4,1368.9319,0.2458,0.2310
7582,6,12,2,574.6704,0.3023,0.0611
4871,1,52,1,138.0456,0.1440,0.0856
5836,5,38,10,1217.3361,0.2919,0.1882
6969,10,15,5,396.2858,0.3573,0.0569
4259,10,201,8,1697.3163,0.3172,0.0759
722,1,214,2,712.8796,0.2658,0.0755
3331,7,184,8,223.3564,0.1853,0.1136
6242,5,36,3,384.4643,0.0228,0.1428
6704,1,13,8,1834.0543,0.0372,0.2463
5196,9,127,1,127.9502,0.2934,0.2228
6255,2,39,8,443.1053,0.0438,0.1028
7754,2,18,3,45.4326,0.2524,0.2151
312,10,116,7,1428.3354,0.3963,0.1299
8620,9,231,4,1468.5391,0.4441,0.0361
3780,2,150,2,1917.0469,0.4480,0.1387
4152,3,99,3,651.2012,0.2251,0.0009
7630,6,75,4,684.3761,0.2504,0.0138
1982,6,142,1,148.0848,0.1287,0.0090
9268,7,13,4,782.6474,0.0611,0.1000
2859,10,22,8,207.6088,0.1050,0.1897
7163,1,204,7,1199.9511,0.0830,0.1676
2388,8,40,4,903.8687,0.4112,0.1256
5099,8,224,7,1403.8196,0.4128,0.0032
5435,6,118,4,365.3065,0.2923,0.0299
8072,9,249,7,1546.0908,0.1943,0.1994
8631,3,43,10,1081.0155,0.0396,0.1502
7334,3,194,4,1795.7651,0.0228,0.0808
3800,7,49,5,838.7531,0.0163,0.2035
5959,9,42,6,102.2769,0.0126,0.1816
9960,9,183,8,309.1989,0.4135,0.1757
4262,5,35,8,47.7098,0.0284,0.2225
170,3,117,4,53.2106,0.4609,0.0084
2542,5,235,9,1364.1583,0.3395,0.0694
4287,4,72,10,765.9701,0.0957,0.2108
2986,3,209,1,92.1367,0.4814,0.1518
5905,8,216,3,1248.2019,0.4450,0.0263
2391,7,203,8,684.5895,0.4296,0.0908
8498,3,114,8,779.7797,0.1533,0.1449
773,8,57,1,610.6959,0.4053,0.0806
1663,2,40,5,1765.8878,0.0392,0.0420
9310,7,197,3,1789.9561,0.1546,0.2131
5435,2,212,5,1804.7310,0.4815,0.1828
3972,9,155,9,602.1424,0.4940,0.0343
4314,4,33,1,1988.7002,0.1778,0.2479
5901,9,82,5,610.3061,0.2706,0.1676
8590,1,27,1,1226.9847,0.0812,0.1389
878,10,205,3,829.4647,0.0253,0.0212
247,6,37,7,162.6441,0.3982,0.1075
2448,5,244,7,83.4346,0.3141,0.1953
4181,10,170,8,1515.4503,0.3425,0.0792
6392,3,234,4,228.6439,0.4585,0.1776
6574,10,242,2,182.1739,0.0171,0.1283
5033,10,147,4,1479.6737,0.2233,0.0218
9325,8,226,7,1947.8602,0.0142,0.2250
8399,8,86,7,270.9115,0.1606,0.0306
4613,9,164,8,1479.2213,0.4590,0.0671
5775,5,50,10,437.6181,0.1126,0.2097
8085,4,116,8,628.1501,0.4795,0.0523
7027,2,65,10,1378.9592,0.4819,0.2388
6791,5,187,2,1270.3374,0.4237,0.2429
2109,7,181,1,388.4904,0.1497,0.1621
6228,5,183,7,1678.2112,0.4338,0.2394
3268,10,197,9,1780.0830,0.0605,0.0340
6715,3,170,9,789.9350,0.0171,0.0246
5797,6,38,9,631.1618,0.3685,0.1911
2427,4,216,3,402.3088,0.2648,0.2241
5547,7,34,4,26.9278,0.2208,0.0171
6030,6,169,1,130.1079,0.3625,0.2002
3748,1,48,4,1185.2255,0.2380,0.1221
5707,3,224,9,328.2738,0.4278,0.0106
5610,6,185,6,1652.1196,0.3404,0.0291
493,2,101,3,904.5723,0.2829,0.1508
9669,2,232,8,291.0145,0.0213,0.2275
3950,6,25956,2,1906.0312,0.2332,0.1699
9498,6,80,10,229.7824,0.0370,0.1818
150,8,138,7,902.8919,0.0366,0.2099
151,9,158,7,890.4128,0.2526,0.0905
9741,3,249,1,1133.1940,0.2261,0.0829
4722,6,136,8,1066.9523,0.3988,0.0315
3529,9,131,8,1633.7219,0.2076,0.1506
1923,9,18,7,1363.7279,0.4545,0.1143
7254,2,126,2,407.0508,0.1919,0.0421
7671,1,6,10,724.9985,0.1119,0.1703
6210,8,178,4,347.8429,0.0397,0.2116
4955,7,148,10,116.9936,0.3552,0.1857
6989,8,194,10,1581.6843,0.2146,0.0810
9685,1,168,5,1615.4249,0.4414,0.2409
3528,3,89,8,1705.3339,0.4651,0.1808
3233,10,124,5,1638.3290,0.3111,0.1211
2411,10,72,2,1191.6554,0.3929,0.2022
5927,9,185,4,988.7007,0.4735,0.2018
7044,1,162,9,69.2660,0.2217,0.1309
5431,9,42,4,519.2793,0.1268,0.0447
3780,8,27,2,1288.3438,0.1276,0.0942
2037,1,75,6,1616.3662,0.1573,0.1975
179,4,207,4,665.9725,0.1149,0.1923
890,1,18,4,319.1506,0.3833,0.2061
1704,8,10,1,155.1038,0.3086,0.2099
