sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2023-02-02T10:03:00Z,459,SHELF-0,36.08,48.23,3265
2023-02-17T10:05:00Z,1320,SHELF-A]{--,5.55,54.0,4093
2023-08-26T14:37:00Z,1817,SHELF-{044-9}--A,12.83,34.53,4042
2024-11-09T20:21:00Z,4324,SHELF-4,29.73,33.16,3889
2023-07-19T03:06:00Z,3544,SHELF-A-{[[[[-],20.48,85.55,2706
2024-08-28T14:54:00Z,1364,SHELF-{44][9-9,35.09,22.18,4060
2024-08-31T16:29:00Z,4954,SHELF----{,3.13,43.39,3410
2023-05-09T14:37:00Z,3171,SHELF-}]9ZZ,44.72,52.02,2951
2024-10-30T15:57:00Z,1074,SHELF-A-{[[[[-],2.5,87.44,3365
2023-05-12T14:55:00Z,923,SHELF-A],25.35,51.34,3158
2024-04-23T07:53:00Z,1594,SHELF-4}]{],38.87,11.75,4092
2024-04-12T04:41:00Z,1649,SHELF-A}-Z,18.85,20.99,2787
2023-12-04T13:14:00Z,2560,SHELF-]9Z,43.47,24.7,3687
2024-05-26T21:20:00Z,4237,SHELF-}[9{A-}]4,8.03,78.54,2584
2023-11-14T09:30:00Z,470,SHELF-49][A]]--Z,23.67,40.49,2593
2024-01-23T06:19:00Z,1825,SHELF-}]-A{44,18.97,27.26,3166
2024-11-22T03:30:00Z,767,SHELF-0,23.95,59.94,4198
2024-01-27T17:18:00Z,2982,SHELF-[-,33.92,77.27,2514
2023-11-01T18:19:00Z,2610,SHELF--]-{,22.4,43.29,3897
2024-02-28T14:19:00Z,2613,SHELF-4-}{],42.9,82.83,4062
2024-01-16T14:45:00Z,3255,SHELF-4--,-4.29,86.63,4053
2024-05-07T12:11:00Z,2210,SHELF-}{9Z],33.43,58.07,3530
2023-03-22T11:51:00Z,868,SHELF-[-,17.61,85.79,2933
2024-05-27T18:09:00Z,4025,SHELF-A]{4A4{Z-,-4.63,40.66,2632
2024-05-14T09:19:00Z,3186,SHELF--{},41.67,43.49,4062
2023-01-25T14:04:00Z,2453,SHELF-Z{09,-4.64,56.57,4025
2023-12-10T19:13:00Z,4711,SHELF-9},33.21,71.58,3984
2023-03-14T10:43:00Z,1609,SHELF----,43.57,79.81,3460
2023-12-17T17:57:00Z,2608,SHELF-A-{[[[[-],26.45,67.0,3050
2024-03-31T16:20:00Z,3605,SHELF-]{---,15.37,79.13,2921
2024-02-03T06:03:00Z,1584,SHELF-}]-A{44,17.59,35.82,3515
2023-04-28T07:02:00Z,4084,SHELF-A],35.75,52.1,3330
2024-08-06T13:50:00Z,1943,SHELF-9Z--Z-,8.75,18.56,3972
2023-09-20T09:29:00Z,3528,SHELF-4-9{,29.42,31.05,3689
2024-10-29T20:20:00Z,2803,SHELF-0,28.14,57.15,2601
2023-08-21T17:39:00Z,1552,SHELF-0]900,38.31,50.46,3347
2023-12-13T16:57:00Z,728,SHELF-9Z,26.28,65.86,3725
2023-05-22T06:35:00Z,1025,SHELF-A]{--,29.7,66.21,3391
2024-09-13T22:59:00Z,4305,SHELF-{-Z9AA-}{[,24.75,80.57,2720
2023-12-16T07:26:00Z,4974,SHELF---0-4,8.84,34.11,3719
2023-03-01T18:23:00Z,3888,SHELF-]9Z,37.63,11.91,3089
2023-07-05T14:50:00Z,2027,SHELF-0]Z4-}4A},26.08,69.05,2661
2023-04-12T10:23:00Z,1693,SHELF--{0A-[,8.44,32.56,4047
2023-07-26T00:58:00Z,2915,SHELF-]{---,23.5,85.37,3067
2023-04-27T14:46:00Z,1845,SHELF-]-,3.97,24.38,2619
2023-10-11T06:16:00Z,3918,SHELF-{[9-[0,5.95,78.06,3334
2024-02-09T20:13:00Z,2555,SHELF-4,28.1,23.01,3820
2024-03-07T12:54:00Z,4802,SHELF---]-9],33.03,44.35,2556
2024-05-25T23:39:00Z,1073,SHELF-ZA,19.49,65.28,3586
2024-04-17T23:47:00Z,1458,SHELF-ZA,12.53,48.3,3272
2023-02-23T22:29:00Z,1354,SHELF-}]9ZZ,-4.64,41.46,2637
2023-12-08T00:34:00Z,2245,SHELF-[},12.87,33.41,3874
2024-06-26T02:43:00Z,4612,SHELF-}[9{A-}]4,33.96,88.51,4190
2023-11-01T09:15:00Z,1802,SHELF-ZA[ZA-4A]-,42.14,53.12,2640
2024-02-15T05:52:00Z,421,SHELF-{4}]}-,8.5,39.99,2877
2023-03-17T15:14:00Z,596,SHELF-]]},7.64,21.53,3746
2023-02-19T04:10:00Z,2058,SHELF-{Z9}A[[}A,16.48,49.43,3416
2024-07-09T19:47:00Z,1981,SHELF-{A{9{4A,41.65,15.62,3608
2023-06-14T07:16:00Z,74,SHELF-{Z9}A[[}A,6.28,10.47,3126
2023-10-07T06:49:00Z,3910,SHELF-{[[-{-0A,11.35,32.51,2866
2024-11-14T07:37:00Z,4821,SHELF-{[9-[0,24.05,48.86,3433
2023-01-02T02:31:00Z,4459,SHELF-]-,16.51,80.67,2944
2024-06-28T02:44:00Z,2864,SHELF-{Z}-0A{--,44.03,47.4,3827
2023-07-04T01:27:00Z,4566,SHELF-]{---,5.83,17.51,3686
2024-05-22T19:52:00Z,2469,SHELF-[-,26.15,65.84,4177
2023-11-19T04:13:00Z,1871,SHELF-9Z--Z-,10.89,54.2,4082
2023-01-04T08:31:00Z,2014,SHELF-A{]4}ZZ-0,8.0,88.79,2647
2023-09-17T09:32:00Z,1706,SHELF-A]{4A4{Z-,31.27,69.84,3833
2024-10-23T17:36:00Z,712,SHELF-},18.47,31.19,3444
2024-02-28T06:26:00Z,2606,SHELF-0]900,-1.11,15.8,3774
2023-10-22T03:01:00Z,3143,SHELF-}Z9-{Z4-[,21.38,48.88,3281
2024-11-01T08:16:00Z,2374,SHELF-4-9{,5.19,19.27,4107
2024-02-29T18:41:00Z,4515,SHELF--{0A-[,-4.59,78.41,2880
2024-04-14T06:47:00Z,4513,SHELF-{-9A}][,3.75,49.48,2626
2023-05-03T21:38:00Z,4374,SHELF-{-9A}][,36.61,52.75,2914
2023-06-01T17:11:00Z,1699,SHELF-4,23.37,71.96,2683
2024-02-20T15:57:00Z,422,SHELF-0,39.84,36.03,2779
2023-10-23T03:18:00Z,4175,SHELF-Z{09,17.23,70.51,2748
2024-08-24T20:12:00Z,1750,SHELF-{A{9{4A,18.41,73.16,3682
2023-07-30T14:55:00Z,2987,SHELF-Z9-]-4]Z-,39.05,17.25,3574
2024-05-13T12:28:00Z,3845,SHELF-4-9{,34.03,76.52,4140
2024-05-31T21:38:00Z,4335,SHELF-}Z9-{Z4-[,-0.89,56.34,2710
2024-02-02T18:32:00Z,3373,SHELF-{Z9}A[[}A,23.91,87.64,3339
2024-09-27T22:00:00Z,940,SHELF-]]},40.29,71.02,3178
2023-06-24T13:15:00Z,4566,SHELF-ZA,40.45,22.31,2691
2023-03-01T21:37:00Z,881,SHELF-0]900,6.94,81.81,3321
2024-01-01T18:42:00Z,2537,SHELF-A0,26.18,47.57,3728
2023-12-18T00:37:00Z,1880,SHELF-Z,-4.95,44.01,2656
2023-05-11T17:22:00Z,4252,SHELF----{,8.95,52.37,3497
2024-06-14T18:28:00Z,362,SHELF-0]900,21.5,85.84,3567
2023-06-25T11:56:00Z,4890,SHELF-Z,25.37,55.22,2936
2023-09-03T18:22:00Z,1216,SHELF-{Z}-0A{--,39.47,75.51,3846
2024-03-13T07:17:00Z,1649,SHELF-0A-4,42.91,38.79,3258
2024-07-10T17:21:00Z,1302,SHELF-4}]{],0.43,77.99,3327
2023-12-19T06:40:00Z,4941,SHELF-00{[][-,33.66,53.91,3277
2024-06-29T23:36:00Z,2856,SHELF-4-Z4}90A0,33.49,31.22,3740
2023-02-01T04:03:00Z,4665,SHELF--0Z9]0-,35.04,50.57,3881
2023-01-27T02:31:00Z,789,SHELF-00{[][-,16.86,35.69,4126
2023-06-26T19:39:00Z,3769,SHELF-Z},42.42,30.48,2951
2024-02-03T06:18:00Z,4152,SHELF-[-,2.17,49.85,3344
2024-04-15T23:00:00Z,1217,SHELF-Z,43.03,87.38,3276
2023-12-23T18:06:00Z,2524,SHELF--]-Z-A900-,6.54,33.73,2998
2024-11-28T03:42:00Z,3438,SHELF----,-4.38,41.95,3678
2023-07-23T01:06:00Z,3936,SHELF-}]-A{44,39.64,44.88,3336
2023-05-29T15:35:00Z,343,SHELF-A]{--,3.7,31.34,3953
2024-06-24T04:02:00Z,1027,SHELF-Z,17.9,66.43,4068
2023-02-18T05:18:00Z,2644,SHELF----,25.09,83.79,3398
2023-02-15T03:43:00Z,2253,SHELF-{-Z9AA-}{[,15.28,40.88,3300
2024-07-09T15:54:00Z,2887,SHELF-},25.49,82.02,2519
2023-05-31T05:33:00Z,1264,SHELF-}]-A{44,5.15,48.53,3909
2024-12-10T00:20:00Z,691,SHELF--]-Z-A900-,11.4,73.29,3214
2023-06-17T14:17:00Z,4822,SHELF-}[9{A-}]4,24.71,65.98,3019
2023-07-07T17:44:00Z,69,SHELF-A40-Z,30.49,48.67,2924
2023-07-24T18:09:00Z,1357,SHELF-{[9-[0,8.95,24.58,3508
2023-02-04T08:07:00Z,4246,SHELF-A]{--,11.82,85.28,2711
2024-03-23T21:27:00Z,2848,SHELF-{4}]}-,11.26,64.93,3234
2023-08-12T11:57:00Z,4241,SHELF-{4}]}-,29.0,38.0,2910
2024-09-11T22:36:00Z,1405,SHELF-}]9ZZ,14.3,34.27,3161
2023-11-22T13:04:00Z,4329,SHELF-49][A]]--Z,-3.81,33.53,3121
2023-08-20T19:20:00Z,887,SHELF-{-},4.86,18.82,4108
2024-05-20T16:16:00Z,1620,SHELF-0,40.32,52.06,3318
2023-12-28T20:22:00Z,4316,SHELF-Z{09,41.19,28.77,3911
2023-01-07T11:44:00Z,1472,SHELF-{044-9}--A,5.68,88.12,3896
2024-05-01T19:13:00Z,4961,SHELF-A{]4}ZZ-0,31.96,42.88,3892
2024-12-06T18:10:00Z,3173,SHELF-0A4-AZ0,38.37,89.68,3174
2023-11-08T08:58:00Z,3833,SHELF-{Z}-0A{--,33.68,74.06,2876
2023-03-22T22:44:00Z,260,SHELF-00{[][-,37.88,77.85,4031
2024-11-26T09:15:00Z,2699,SHELF-A]{--,25.0,47.36,3328
2023-11-22T23:22:00Z,501,SHELF-A]]{[A{-,43.6,53.1,4130
2024-09-27T04:24:00Z,3017,SHELF-{044-9}--A,21.3,87.35,2970
2024-11-20T10:59:00Z,2144,SHELF-Z,38.71,69.71,3997
2024-02-24T04:52:00Z,75,SHELF-{-},5.08,47.36,3209
2023-06-13T14:37:00Z,3545,SHELF-{-Z9AA-}{[,27.67,83.13,2736
2024-03-06T00:22:00Z,3202,SHELF-A{]4}ZZ-0,38.54,87.67,3843
2024-04-30T01:23:00Z,3152,SHELF-}]9ZZ,20.07,43.03,3939
2024-08-04T16:09:00Z,3808,SHELF-]A},9.49,77.37,3669
2023-12-04T02:18:00Z,2492,SHELF-{-9A}][,-0.52,81.62,3356
2024-09-21T07:36:00Z,353,SHELF-00{[][-,9.43,76.19,3304
2024-08-19T00:56:00Z,1925,SHELF-}9-4,34.35,35.36,2844
2024-02-20T05:00:00Z,552,SHELF-40]Z{,27.09,16.28,3224
2023-01-09T10:55:00Z,4437,SHELF-]A},4.06,42.13,3658
2023-06-22T09:33:00Z,1831,SHELF-[},12.96,33.65,4042
2024-08-23T16:01:00Z,2640,SHELF-{{9-9,14.29,20.63,3944
2024-01-31T20:07:00Z,3068,SHELF-0,16.88,34.42,3297
2023-12-14T05:26:00Z,4776,SHELF---]-9],41.01,76.93,3487
2023-06-05T18:53:00Z,4728,SHELF-49][A]]--Z,29.7,67.72,3125
2023-07-09T02:34:00Z,1447,SHELF-ZA[ZA-4A]-,7.99,42.03,2824
2024-08-25T07:19:00Z,759,SHELF-00,29.62,54.16,2555
2023-11-12T14:22:00Z,2580,SHELF-]]},4.15,19.63,2780
2024-09-25T19:16:00Z,2929,SHELF--,42.88,53.24,3816
2024-09-20T12:20:00Z,2446,SHELF-4,34.13,78.66,3242
2024-06-15T07:07:00Z,4591,SHELF-A]{4A4{Z-,19.83,89.68,3005
2024-04-28T05:24:00Z,4359,SHELF-{4}]}-,18.68,20.62,3747
2024-01-01T09:18:00Z,4259,SHELF-{[[-{-0A,22.48,40.32,4088
2024-09-10T22:15:00Z,2042,SHELF-9},43.25,43.06,3030
2024-12-08T17:19:00Z,2744,SHELF-9Z--Z-,34.12,51.23,2542
2023-05-26T01:41:00Z,2721,SHELF-Z,34.27,17.7,2992
2023-04-01T04:44:00Z,2713,SHELF-0,7.12,79.07,2569
2023-08-09T23:15:00Z,1306,SHELF-9{49}Z-4Z[,24.2,44.22,4082
2024-04-02T21:31:00Z,4856,SHELF-{4}]}-,-4.77,42.82,3614
2023-01-20T19:49:00Z,1298,SHELF-4,13.12,74.98,2568
2024-10-14T22:58:00Z,4902,SHELF-4]{]]]}[,18.59,69.72,3490
2023-05-17T06:40:00Z,3274,SHELF-0,25.65,77.27,3837
2024-08-30T03:29:00Z,2427,SHELF-0,40.76,31.01,2738
2024-11-20T22:53:00Z,2773,SHELF-4-Z4}90A0,14.2,63.71,3949
2024-10-17T23:25:00Z,1635,SHELF-]{---,9.84,63.84,3735
2024-06-27T06:06:00Z,2958,SHELF---0-4,9.15,40.24,4181
2023-07-24T04:44:00Z,973,SHELF-[[-{-[-{,3.21,23.42,2642
2023-04-10T08:17:00Z,2659,SHELF-4,17.96,76.04,2875
2023-02-22T20:05:00Z,3731,SHELF-},10.48,11.39,3422
2024-04-25T06:23:00Z,4316,SHELF-ZA[ZA-4A]-,38.63,24.33,3523
2023-06-21T12:53:00Z,2347,SHELF-A],17.38,11.78,2983
2023-12-22T10:32:00Z,2375,SHELF-}]9ZZ,28.09,29.18,3665
2024-03-20T13:14:00Z,1017,SHELF-ZA[ZA-4A]-,42.81,68.78,3257
2024-12-10T22:31:00Z,125,SHELF-4}]{],3.11,18.42,3940
2024-05-31T21:29:00Z,557,SHELF-{-,3.1,47.6,2766
2024-04-27T11:43:00Z,2713,SHELF-]]A{{9,32.42,38.46,4124
2023-08-11T00:16:00Z,3223,SHELF-4-Z4}90A0,4.29,72.96,2696
2024-02-16T07:14:00Z,1413,SHELF-[]49}}}[,14.11,37.62,3551
2024-04-10T08:41:00Z,3438,SHELF-0,34.9,71.5,4048
2024-12-19T21:38:00Z,1555,SHELF-}]9ZZ,27.59,43.07,3621
2024-10-18T18:11:00Z,3711,SHELF-4,10.95,44.96,2843
2024-06-19T15:52:00Z,1219,SHELF-A]{4A4{Z-,39.54,37.09,2618
2023-04-24T12:11:00Z,4519,SHELF-[},6.44,79.03,3789
2024-12-15T14:28:00Z,4899,SHELF-4--,14.86,77.12,2738
2023-01-04T17:29:00Z,629,SHELF-{044-9}--A,7.54,50.22,3863
2023-07-30T10:33:00Z,1561,SHELF-{044-9}--A,30.12,47.59,3318
2023-10-05T03:23:00Z,4351,SHELF-Z9-]-4]Z-,42.1,66.53,3242
2023-12-20T17:58:00Z,4659,SHELF-{[[-{-0A,38.7,84.99,3202
2023-12-23T09:29:00Z,4660,SHELF-0,4.12,45.43,3372
2024-09-01T13:47:00Z,3768,SHELF-0]900,44.99,16.8,3339
2024-04-22T08:18:00Z,4003,SHELF-Z,36.37,70.31,3594
2024-11-16T06:28:00Z,3514,SHELF-{Z}-0A{--,-1.13,11.3,3766
2023-04-05T11:30:00Z,691,SHELF-Z},43.79,89.35,3565
2024-06-27T00:19:00Z,3386,SHELF-[]4-9{-{,14.21,80.45,2701
2024-08-19T01:34:00Z,2840,SHELF--0-4,14.36,36.8,2878
2024-07-20T01:21:00Z,1713,SHELF--{},9.2,64.67,3932
2024-09-26T10:30:00Z,1225,SHELF-{44][9-9,-3.57,16.79,4066
2023-03-14T20:52:00Z,2517,SHELF--]-Z-A900-,-3.88,15.26,3476
2023-07-11T21:23:00Z,1300,SHELF-0]Z4-}4A},34.25,47.51,3172
2023-10-21T21:43:00Z,1334,SHELF-0,5.35,65.28,3823
2024-06-06T17:27:00Z,2961,SHELF-9Z,19.51,65.49,3834
2023-10-03T01:25:00Z,1668,SHELF-9AZ-],31.41,49.03,3061
2023-11-16T17:10:00Z,2555,SHELF-]]},14.08,83.46,3509
2024-10-17T15:35:00Z,54,SHELF-9},22.26,55.83,3708
2023-10-02T14:57:00Z,969,SHELF-0,200,86.27,3417
2023-07-04T18:30:00Z,1160,SHELF-0A-4,17.66,76.2,3102
2024-04-17T17:41:00Z,4168,SHELF-A]]{[A{-,42.97,82.83,3621
2023-08-08T11:07:00Z,3011,SHELF-]A},1.23,28.82,4052
2024-08-05T17:49:00Z,2222,SHELF-]A},32.93,10.66,3928
2023-11-30T07:15:00Z,1648,SHELF-},32.09,46.94,3559
2023-04-28T19:21:00Z,2349,SHELF-}9-4,-3.22,55.68,3473
2023-05-18T22:57:00Z,661,SHELF--0Z9]0-,31.38,17.55,2856
2024-07-20T08:33:00Z,392,SHELF---0-4,16.61,26.99,3857
2023-01-21T05:21:00Z,3549,SHELF-4]{]]]}[,5.41,33.41,3869
2023-11-06T08:07:00Z,1644,SHELF-ZA,24.89,70.22,3577
2024-11-29T01:49:00Z,2920,SHELF-9},7.68,70.97,3045
2023-03-01T06:07:00Z,1235,SHELF-{},3.43,36.36,3780
2023-09-10T14:46:00Z,3373,SHELF-},17.71,22.88,3839
2024-01-19T14:24:00Z,2978,SHELF-{[[-{-0A,29.77,78.54,3278
2023-03-19T21:08:00Z,2665,SHELF-A-{[[[[-],42.16,64.11,3850
2024-07-24T00:48:00Z,438,SHELF---0},38.45,25.03,3951
2023-07-10T20:36:00Z,4397,SHELF-[]4-9{-{,-4.4,29.93,3509
2024-07-16T17:36:00Z,2804,SHELF----,29.59,11.47,2928
2023-08-16T13:42:00Z,2185,SHELF----,32.75,20.99,2924
2023-11-17T18:25:00Z,2135,SHELF-}[9{A-}]4,15.17,26.71,3938
2023-07-24T23:13:00Z,3645,SHELF-{044-9}--A,-0.47,67.71,2669
2024-04-10T13:22:00Z,203,SHELF-{A{9{4A,30.7,59.71,3372
2023-08-24T19:33:00Z,1262,SHELF-4}]{],14.33,78.45,3793
2023-02-26T19:34:00Z,4889,SHELF-49][A]]--Z,5.48,79.71,3964
2023-09-28T22:20:00Z,2038,SHELF-[]49}}}[,26.06,45.99,2710
2023-08-12T17:01:00Z,560,SHELF-{[9-[0,0.82,10.8,3339
2024-03-16T07:22:00Z,35,SHELF-00{[][-,39.14,20.7,3511
2023-06-17T13:31:00Z,464,SHELF-{-,1.18,47.88,3151
2024-06-24T22:23:00Z,3915,SHELF-4-Z4}90A0,19.62,41.5,3533
2023-02-08T06:21:00Z,3654,SHELF-0,15.66,19.95,2847
2024-02-12T11:57:00Z,83,SHELF-[[-{-[-{,30.91,64.2,2686
2023-04-26T15:29:00Z,3677,SHELF-[]4-9{-{,-3.76,16.96,3074
2024-04-22T11:59:00Z,3120,SHELF--]-{,40.11,33.69,3876
2023-04-11T06:15:00Z,1072,SHELF-]]},27.89,77.18,3846
2024-05-27T23:31:00Z,3846,SHELF-0,43.52,23.33,3475
2023-05-11T09:40:00Z,3197,SHELF-00{[][-,2.51,50.85,3601
2024-08-24T20:58:00Z,3675,SHELF-ZA[ZA-4A]-,26.71,70.05,2543
2024-05-29T16:51:00Z,4131,SHELF-{Z]-0-0-}-,41.22,59.39,3008
2024-06-19T21:38:00Z,2718,SHELF-0]900,39.45,14.45,3244
2023-04-12T01:25:00Z,2916,SHELF-4-}{],20.8,57.55,3783
2024-06-21T10:56:00Z,1240,SHELF-4{[{44{-,7.42,69.9,3141
2023-05-26T14:29:00Z,1519,SHELF---0-4,-2.35,88.69,3900
2023-10-15T01:40:00Z,129,SHELF-{-9A}][,19.36,46.3,3231
2023-12-14T02:33:00Z,873,SHELF---0},11.95,49.94,4065
2024-11-25T17:20:00Z,3999,SHELF-Z,-2.6,20.22,3794
2024-09-26T14:15:00Z,4667,SHELF--4,4.75,40.79,3937
2024-03-01T22:48:00Z,4978,SHELF-{{9-9,30.77,13.79,3834
2023-01-17T23:36:00Z,2251,SHELF-{044-9}--A,19.38,36.49,3660
2023-06-21T09:14:00Z,3808,SHELF-{-},-2.85,44.9,2804
2024-02-03T11:21:00Z,1942,SHELF-A]{--,17.98,88.9,4045
2023-12-29T06:54:00Z,3679,SHELF-{Z]-0-0-}-,-4.19,15.52,2640
2024-08-26T00:57:00Z,4279,SHELF-[},38.2,17.08,3979
2023-05-17T15:53:00Z,2597,SHELF-4-}{],6.94,59.85,3868
2023-02-20T17:09:00Z,3737,SHELF-A{]4}ZZ-0,2.51,83.22,3848
2024-03-03T19:12:00Z,4879,SHELF-Z][-A9,28.22,40.88,3034
2023-08-03T08:55:00Z,3799,SHELF-}[9{A-}]4,30.32,64.95,2818
2023-11-17T13:52:00Z,3493,SHELF-]}00ZZ-{Z,-3.75,74.65,2678
2023-09-17T15:47:00Z,4264,SHELF-0A4-AZ0,-4.34,63.47,2638
2024-10-30T22:09:00Z,2596,SHELF-[[-{-[-{,13.03,44.64,3891
2024-01-06T19:58:00Z,2712,SHELF-{-9A}][,13.37,75.12,3241
2023-08-20T23:42:00Z,852,SHELF--Z9-,3.78,13.74,2898
2024-02-06T22:41:00Z,951,SHELF-4--,41.1,33.78,3970
2023-02-24T17:39:00Z,1659,SHELF-0]900,16.17,34.37,3372
2024-07-27T00:38:00Z,4734,SHELF-},26.97,82.77,2680
2024-06-07T05:29:00Z,3580,SHELF-{Z9}A[[}A,38.74,55.75,3868
2023-05-01T12:18:00Z,502,SHELF-[},29.06,85.05,3584
2023-05-20T02:09:00Z,2264,SHELF-},3.07,19.46,2874
2023-03-18T23:56:00Z,3586,SHELF-A{]4}ZZ-0,42.48,32.18,3999
2023-09-29T06:52:00Z,1533,SHELF-A]{--,43.4,69.4,4141
2024-07-05T02:58:00Z,3969,SHELF-{[[-{-0A,10.71,67.49,2672
2023-08-11T06:46:00Z,2991,SHELF-99,25.12,12.6,2803
2024-05-09T03:44:00Z,4439,SHELF-4{[{44{-,22.73,73.35,3995
2024-10-02T05:37:00Z,64,SHELF-0A-4,29.37,21.17,3548
2023-08-19T16:12:00Z,2984,SHELF-4{[{44{-,200,17.62,2808
2024-09-24T19:25:00Z,3800,SHELF-0],33.71,89.03,4068
2023-01-17T17:48:00Z,890,SHELF-{4}]}-,8.09,76.16,3756
2024-09-25T13:43:00Z,1189,SHELF-]}00ZZ-{Z,25.41,10.14,3780
2024-08-19T21:03:00Z,2905,SHELF-{44][9-9,39.52,82.27,4100
2024-02-13T18:42:00Z,3604,SHELF-4,11.93,48.07,2771
2024-01-01T23:53:00Z,918,SHELF-A]{--,30.59,30.06,3685
2023-06-23T12:58:00Z,374,SHELF-99,23.24,11.4,3854
2023-06-13T22:21:00Z,1879,SHELF-A40-Z,36.83,17.66,3917
2023-05-21T19:39:00Z,1203,SHELF---0},43.87,46.02,3224
2023-05-13T13:26:00Z,4470,SHELF----{,31.2,49.08,3734
2023-06-18T06:20:00Z,1662,SHELF-[]49}}}[,28.12,86.69,3151
2023-01-01T09:28:00Z,4721,SHELF-9Z--Z-,31.69,15.9,3652
2023-03-27T16:53:00Z,3736,SHELF-A]]{[A{-,36.02,65.47,2589
2024-07-09T02:16:00Z,2357,SHELF--{},14.89,62.53,3014
2024-10-02T17:04:00Z,1908,SHELF--{0A-[,30.89,15.02,3308
2024-06-01T22:35:00Z,1244,SHELF-{[9-[0,24.2,15.02,3157
2023-02-01T02:40:00Z,3206,SHELF-]]A{{9,37.77,15.6,4055
2024-03-09T08:10:00Z,430,SHELF-Z9-44,22.66,69.19,3089
2023-11-26T23:22:00Z,3645,SHELF-[]49}}}[,15.71,68.83,3232
2023-09-02T08:14:00Z,3945,SHELF-}[9{A-}]4,20.87,60.8,3648
2024-01-10T06:15:00Z,3829,SHELF-4-}{],42.97,63.44,3563
2023-08-09T06:19:00Z,1759,SHELF--0-4,13.36,73.29,3795
2023-07-26T07:13:00Z,2557,SHELF-4-}{],25.9,14.18,3224
2024-08-20T20:01:00Z,4212,SHELF-{44][9-9,39.35,81.79,3082
2024-01-27T10:59:00Z,4487,SHELF-A0,8.43,48.44,3954
2024-06-29T22:25:00Z,4271,SHELF-00,-2.97,86.32,2795
2023-07-05T02:43:00Z,4049,SHELF-A40-Z,5.24,54.07,3887
2024-03-20T22:08:00Z,3719,SHELF-0]900,32.41,89.15,2633
2024-06-03T22:57:00Z,2494,SHELF-00,25.63,37.88,2944
2023-02-04T00:34:00Z,2196,SHELF-4,30.56,32.31,2701
2024-05-27T07:44:00Z,2087,SHELF-{A{9{4A,31.57,63.6,2643
2024-06-14T07:04:00Z,4327,SHELF-9{49}Z-4Z[,25.22,41.12,2613
2023-05-28T15:24:00Z,3507,SHELF-4{[{44{-,23.06,19.38,2896
2023-12-27T08:18:00Z,4754,SHELF-[[-{-[-{,41.48,36.89,3044
2024-04-24T07:20:00Z,4863,SHELF-A-{[[[[-],17.56,89.38,3009
2024-10-25T18:02:00Z,3754,SHELF-00,6.19,33.98,3727
2023-09-23T20:06:00Z,2812,SHELF-A40-Z,43.43,51.61,3668
2024-02-04T19:21:00Z,3744,SHELF-A]{--,7.07,21.67,3830
2023-11-13T01:36:00Z,3159,SHELF-{-9A}][,9.02,56.59,3515
2023-05-17T16:44:00Z,2149,SHELF---0},17.54,48.43,3969
