product_id,sku,name,category,subcategory,current_price,currency,is_discontinued,introduced_dt,discontinued_dt
24,SKU-6}9-[9Z[,Eveniet Ipsam,Beauty,Skincare,1237.4291,USD,False,2017-06-05,
25,SKU-0]{-A69[A,Totam Pariatur,Toys,Outdoor,517.2041,AUD,False,2022-01-04,
26,SKU-}-]{[-0,Tempora Nam,Toys,Board Games,1539.9362,AUD,False,2016-05-17,
27,SKU-}],Sed Provident,Home,Furniture,130.7775,EUR,False,2020-08-10,
28,SKU-0{-,Cupiditate Consectetur,Toys,Educational,1496.7997,USD,False,2022-06-25,
29,SKU-}}-A-{09]6,Nam Voluptate,Electronics,Cameras,1512.3412,USD,False,2019-08-06,
30,SKU-6]A90,Temporibus Ratione,Toys,Outdoor,285.2966,AUD,False,2022-06-30,
31,SKU-0A09A}6,Maxime Minima,Books,Fiction,1611.4417,EUR,True,2016-04-23,2020-09-14
32,SKU-Z}[60,Harum Odio,Beauty,Makeup,638.3464,EUR,False,2016-07-27,
33,SKU-ZA6AZAA],Numquam Ab,Home,Decor,1383.7719,USD,False,2020-10-20,
34,SKU--006{60[6},Ea Ea,Toys,Educational,1395.1660,EUR,False,2015-06-14,
35,SKU--A90]-]-,Beatae Vero,Beauty,Makeup,1924.1188,AUD,False,2021-07-09,
36,SKU-6{-00A6[],Aspernatur Culpa,Clothing,Kids,1252.5604,EUR,False,2022-07-06,
37,SKU-}ZA,Quo Repellat,Home,Decor,1285.6482,EUR,False,2020-11-15,
38,SKU-0-,Impedit Tempora,Electronics,Audio,1088.9552,EUR,False,2016-07-30,
39,SKU-0{-[0],Expedita Aliquid,Toys,Board Games,1688.9016,AUD,True,2015-12-16,2017-08-01
40,SKU-9}[9A[--6,Quasi Laboriosam,Clothing,Women,368.7069,EUR,False,2018-05-31,
41,SKU--9A6},Officiis Perspiciatis,Beauty,Haircare,1612.8069,AUD,False,2018-08-12,
42,SKU--06]9,Natus Tempore,Home,Furniture,990.5603,AUD,False,2022-01-17,
43,SKU-},Harum Provident,Toys,Educational,1145.9722,AUD,False,2022-02-28,
44,SKU--0,Mollitia Mollitia,Home,Decor,1010.4396,AUD,False,2017-06-07,
45,SKU-0{Z0AA9}]Z,Molestiae Dolorem,Toys,Board Games,1953.0834,USD,False,2020-08-06,
46,SKU-}}-]00[,Magni Totam,Home,Kitchen,1214.1556,EUR,False,2018-05-29,
47,SKU-}[]ZZ969,Magni Eum,Clothing,Women,1142.5199,USD,False,2017-11-10,
48,SKU-0[-60[}9,Amet Ipsum,Beauty,Haircare,1158.6460,USD,True,2017-02-17,2022-08-05
49,SKU-0,Magnam Quisquam,Clothing,Women,903.9105,USD,False,2015-02-04,
50,SKU--6[--,Fuga Laborum,Clothing,Men,467.8478,AUD,False,2020-07-15,
51,SKU-9{9,Modi Maiores,Electronics,Cameras,435.6159,EUR,False,2022-07-27,
52,SKU---6},Perferendis Eaque,Toys,Educational,49.6171,AUD,False,2019-10-19,
53,SKU-[6[]-,Modi Itaque,Toys,Board Games,669.3253,AUD,False,2022-01-09,
54,SKU-][}-,Similique Quisquam,Home,Furniture,1012.3342,AUD,False,2015-09-01,
55,SKU-A66}[,Sit Sapiente,Clothing,Women,1542.6505,EUR,True,2015-08-15,2019-01-08
56,SKU-A}]{,Voluptas Esse,Books,Non-Fiction,469.9037,AUD,True,2015-11-20,2020-03-22
57,SKU-ZZ0]66-[,Nulla Laboriosam,Books,Comics,838.5308,AUD,False,2016-12-26,
58,SKU-[]]9,Libero Deleniti,Beauty,Haircare,517.2452,AUD,False,2020-10-11,
59,SKU-0-}[}[{,Voluptate Minus,Home,Furniture,1298.1860,EUR,False,2021-11-12,
60,SKU---6,Nostrum Ea,Books,Fiction,1929.6946,EUR,True,2017-05-14,2020-12-10
61,SKU-0},Tenetur Fugiat,Books,Comics,542.9388,USD,False,2019-01-17,
62,SKU-Z}Z{6,Tempore Quod,Toys,Outdoor,1427.6253,AUD,False,2018-03-20,
63,SKU-0A90-{,Quos Distinctio,Electronics,Laptops,897.9853,USD,False,2020-11-23,
64,SKU-A-{0}6,Quam Eum,Books,Comics,1605.7413,USD,False,2017-10-19,
65,SKU-[Z{-}[,Labore Accusantium,Books,Fiction,1052.4187,EUR,False,2018-02-14,
66,SKU-9]A9{Z9{6,Officia Numquam,Electronics,Laptops,1993.1206,EUR,False,2019-10-17,
67,SKU-]A0{Z-Z}[,Praesentium Consectetur,Electronics,Laptops,521.2712,EUR,False,2020-05-05,
68,SKU-Z-}00-]6,Quo Totam,Clothing,Kids,1503.2006,AUD,False,2022-06-08,
69,SKU-][Z-,Pariatur Suscipit,Books,Fiction,1921.1720,EUR,False,2021-08-14,
70,SKU-6[A-[,Ea Architecto,Electronics,Phones,436.4229,EUR,True,2015-12-16,2019-06-21
71,SKU-ZZ,Molestias Dignissimos,Books,Comics,244.4303,EUR,False,2015-09-17,
72,SKU-Z][6Z,Et Mollitia,Toys,Board Games,1202.9868,USD,False,2017-02-18,
73,SKU-}A0-},Perspiciatis Natus,Books,Non-Fiction,713.8711,AUD,True,2018-10-26,2019-11-18
74,SKU-]9A}Z{6Z9,Dolor Cum,Electronics,Cameras,1236.2677,EUR,False,2018-11-04,
75,SKU-]Z6}Z[-,Amet Porro,Beauty,Makeup,1696.9510,AUD,False,2016-09-15,
76,SKU-[0,Dolores Asperiores,Home,Furniture,1756.0067,USD,False,2022-08-29,
77,SKU-[{}09-ZA0[,Totam Reprehenderit,Clothing,Men,175.9137,EUR,False,2016-01-18,
78,SKU--0Z[--0{0,Nesciunt Quisquam,Books,Non-Fiction,1583.0560,EUR,False,2019-04-10,
79,SKU--6}-]AA6}-,Asperiores Eveniet,Books,Fiction,42.1307,AUD,False,2019-02-01,
80,SKU-Z{}6[[{{[{,Cum Sapiente,Electronics,Phones,738.1785,AUD,False,2022-04-19,
81,SKU-{Z6-Z]9,Pariatur Nemo,Clothing,Women,1216.0799,USD,False,2016-12-27,
82,SKU-[6-}[60-,Suscipit Esse,Books,Fiction,130.3959,USD,False,2021-03-12,
83,SKU-{]-,Recusandae Perferendis,Toys,Board Games,1175.8736,USD,False,2016-11-10,
84,SKU-ZZ{{,Repudiandae Tempore,Books,Fiction,624.5573,EUR,True,2015-12-06,2020-07-29
85,SKU-6{[-},Tempora Voluptatum,Beauty,Skincare,1978.6434,EUR,False,2017-08-13,
86,SKU-0[66-Z,Velit Odio,Clothing,Women,1474.7108,USD,True,2018-12-09,2020-10-23
87,SKU---}A--,Hic Cum,Toys,Board Games,772.2429,AUD,False,2017-03-27,
88,SKU-]-[,Facilis Facere,Home,Furniture,446.0701,USD,False,2021-09-30,
89,SKU--}}{A9Z0,Perferendis Exercitationem,Clothing,Women,706.2934,USD,False,2016-02-07,
90,SKU-{]-A[-6}Z-,Ipsum Necessitatibus,Books,Fiction,757.6730,AUD,False,2015-11-02,
91,SKU-9{AZ{-[,Labore Optio,Toys,Outdoor,1126.8844,EUR,False,2019-12-27,
92,SKU-0ZZ[Z}9,Libero Animi,Beauty,Skincare,1544.1157,USD,False,2017-03-23,
93,SKU-0-}A6Z---,Et Corporis,Clothing,Kids,1971.3164,USD,False,2015-04-26,
94,SKU--A90,Aperiam Possimus,Home,Kitchen,7.7413,AUD,False,2022-11-22,
95,SKU--{}6}A,Fugit Possimus,Beauty,Makeup,1170.0976,EUR,False,2015-04-10,
96,SKU-9-6]-{9,Possimus Hic,Toys,Educational,1617.0452,EUR,False,2020-03-13,
97,SKU-A}{Z[}}6-,Minima Iusto,Home,Kitchen,673.5072,AUD,False,2021-01-10,
98,SKU-{-,Provident Sint,Toys,Educational,1054.8231,EUR,False,2015-10-16,
99,SKU-}{{}-]6A,Illum Illo,Electronics,Laptops,170.4118,USD,False,2022-09-08,
100,SKU-]Z,A Minus,Beauty,Skincare,1246.2699,USD,False,2018-11-09,
101,SKU-99{6A},Nesciunt Vero,Books,Non-Fiction,1672.9387,EUR,False,2017-11-18,
102,SKU-{--6}]A96,Error Esse,Clothing,Women,1510.2305,USD,False,2016-04-09,
103,SKU-A}[6-}{[99,Vel Distinctio,Home,Decor,1901.7922,USD,False,2017-03-13,
104,SKU--{-,Consequuntur At,Beauty,Haircare,1411.9574,EUR,False,2019-06-12,
105,SKU--}0,Totam Soluta,Books,Non-Fiction,651.3933,AUD,False,2019-03-31,
106,SKU-{6[--0]-}A,Deserunt Ducimus,Clothing,Women,1811.3129,EUR,False,2017-11-01,
107,SKU--}969{Z--,Eaque Aliquid,Electronics,Phones,1962.6904,AUD,False,2015-12-12,
108,SKU--0[,Natus Sit,Electronics,Cameras,1256.1709,USD,False,2015-01-10,
109,SKU-A69Z60--9{,Enim Ut,Electronics,Laptops,1139.4046,AUD,False,2022-02-23,
110,SKU-9{A6,Accusamus Voluptas,Clothing,Women,1270.9818,USD,False,2020-12-21,
111,SKU-0[A-}-,Voluptates Excepturi,Clothing,Men,256.6369,EUR,False,2017-03-21,
112,SKU-[][A6]9Z]9,Fugit Reiciendis,Toys,Outdoor,1582.5961,USD,False,2022-03-10,
113,SKU-[{6[-{-],Praesentium Veniam,Clothing,Kids,1996.0616,AUD,False,2017-01-27,
114,SKU-A-{}69ZA,Illo Assumenda,Clothing,Women,961.2033,USD,False,2018-06-01,
115,SKU-6--}Z-]A,Nesciunt Atque,Beauty,Makeup,740.8709,EUR,False,2016-09-06,
116,SKU--Z-]],Praesentium Voluptatem,Home,Furniture,86.8867,USD,False,2016-11-19,
117,SKU-}69,Sed Delectus,Toys,Board Games,1475.8250,AUD,False,2015-01-22,
118,SKU-6{A[]---]},Ipsum Eius,Clothing,Women,1290.5030,USD,False,2017-02-16,
119,SKU-[]Z[,Corporis Cum,Toys,Board Games,1418.7461,EUR,True,2019-07-25,2021-07-05
120,SKU--6,Dolorum Suscipit,Electronics,Cameras,1200.8484,USD,False,2022-08-20,
121,SKU-9--6-Z,Maxime Quas,Home,Furniture,320.0199,AUD,False,2022-02-02,
122,SKU-}{{Z0A[,Molestias Quidem,Beauty,Makeup,1664.4572,USD,False,2016-04-09,
123,SKU-Z9}}[,Culpa Et,Books,Comics,326.3160,EUR,False,2019-09-17,
124,SKU--0}Z9-9],Aperiam Magni,Books,Non-Fiction,1059.7657,EUR,True,2015-08-11,2019-05-13
125,SKU-]}--,Odit Consequatur,Electronics,Cameras,466.8296,EUR,False,2020-02-20,
126,SKU-0Z]-A},Est Accusamus,Toys,Outdoor,1518.6592,EUR,False,2018-08-23,
127,SKU-6Z]{Z--{,Rem Corrupti,Beauty,Makeup,112.3230,EUR,False,2015-07-28,
128,SKU-Z]{A-}[6-,Atque Exercitationem,Electronics,Cameras,118.5900,EUR,False,2021-04-24,
129,SKU-06,Officia Dolore,Beauty,Makeup,198.7753,AUD,False,2019-05-30,
130,SKU-Z{[0},Officia Nihil,Beauty,Skincare,369.8038,AUD,False,2021-05-18,
131,SKU-6,Fugiat Quo,Electronics,Laptops,1659.0456,USD,True,2016-05-05,2018-06-16
132,SKU-99{[-,Saepe Delectus,Home,Furniture,702.2345,USD,False,2019-08-31,
133,SKU-]--,Deserunt Soluta,Toys,Board Games,728.6151,AUD,False,2015-04-13,
134,SKU-Z--[Z]0[9A,Eius Aspernatur,Electronics,Cameras,649.0149,EUR,False,2021-04-19,
135,SKU-6{}]}]6[0,Impedit Natus,Home,Decor,871.5624,AUD,False,2022-01-05,
136,SKU--AZ,Temporibus Incidunt,Beauty,Skincare,1646.1603,USD,False,2017-04-20,
137,SKU-Z6,Tempora Molestias,Beauty,Skincare,1279.6468,USD,False,2019-09-20,
138,SKU--ZA-}Z,Ea Fugiat,Toys,Board Games,11.0382,EUR,False,2018-06-02,
139,SKU----AAZ6,Recusandae Nam,Clothing,Women,688.3080,AUD,False,2017-05-29,
140,SKU-996-,Nobis Eos,Books,Comics,568.4353,AUD,False,2018-07-09,
141,SKU-9669[-,Sint Velit,Clothing,Kids,1358.9477,USD,False,2017-11-13,
142,SKU-],Tempore Laudantium,Home,Decor,1234.2742,AUD,False,2021-12-14,
143,SKU-6]]-,Odio Laboriosam,Home,Decor,1992.2312,USD,False,2022-11-04,
144,SKU-996]--,Esse Voluptatibus,Home,Decor,1308.9298,EUR,False,2020-03-09,
145,SKU-}}]0{0A]Z,Repudiandae Debitis,Beauty,Haircare,967.8663,USD,False,2022-06-16,
146,SKU-Z-AA,Eaque Consequatur,Home,Decor,571.0224,AUD,False,2022-04-14,
147,SKU-ZAZ[0,Recusandae Ea,Books,Non-Fiction,999.6143,AUD,False,2016-11-23,
148,SKU-Z[A-]{]9--,Tenetur Facilis,Toys,Educational,46.3153,EUR,False,2022-09-20,
149,SKU----,Officiis Veniam,Home,Furniture,1512.0789,EUR,False,2018-01-01,
150,SKU-}}Z0}]][,Asperiores Velit,Home,Decor,1634.9509,USD,False,2017-12-04,
151,SKU-[}],Quasi Totam,Beauty,Haircare,1126.9240,USD,False,2016-10-31,
152,SKU-{Z,Quaerat Fugit,Toys,Board Games,1111.9207,USD,True,2021-05-05,2025-06-10
153,SKU-{A]-,Cumque Consequuntur,Toys,Educational,503.2439,EUR,False,2021-10-28,
154,SKU--A,Dicta Expedita,Electronics,Audio,605.0119,AUD,False,2022-05-24,
155,SKU-]}]0{0Z99-,Fugiat Nostrum,Clothing,Kids,74.7276,AUD,False,2017-01-06,
156,SKU-{-[,Amet Voluptas,Home,Furniture,636.9198,EUR,False,2022-12-03,
157,SKU-{}-{A}0-,Quo Rem,Home,Decor,1004.5228,USD,False,2019-05-10,
158,SKU-9-],Quos Distinctio,Toys,Educational,324.8933,USD,False,2020-08-27,
159,SKU-Z-{-ZZ9]A{,Vitae Eos,Clothing,Women,643.2053,EUR,False,2017-03-31,
160,SKU--{Z]],Repudiandae Unde,Books,Comics,352.2213,AUD,False,2020-11-01,
161,SKU-}{{-AA00,Delectus Quis,Books,Non-Fiction,489.5075,USD,True,2022-01-24,
162,SKU-]A[]}AA,Ipsam Tempore,Clothing,Men,1745.1865,USD,False,2019-07-04,
163,SKU-[A[]0-,Aut Eligendi,Beauty,Makeup,1964.5494,AUD,False,2015-01-15,
164,SKU-Z[-,Modi Fugit,Electronics,Phones,1404.3344,EUR,False,2020-03-09,
165,SKU-Z9[-6-[}{,Aut Explicabo,Books,Comics,973.6263,AUD,False,2020-11-14,
166,SKU-0}[9}[,Neque Optio,Toys,Outdoor,not_a_price,AUD,False,2022-10-24,
167,SKU-0{[9-,Modi Rerum,Home,Decor,514.3396,USD,False,2018-01-20,
168,SKU-090Z-9],Unde Magni,Books,Non-Fiction,718.0406,AUD,False,2018-05-30,
169,SKU--0[A,Nulla Minus,Beauty,Skincare,1048.5992,EUR,False,2020-11-19,
170,SKU-9-9]-,Omnis Porro,Beauty,Skincare,906.9265,USD,True,2019-01-10,2024-04-06
171,SKU--}0[[[][{,Est Quia,Home,Furniture,1878.0413,AUD,False,2017-05-11,
172,SKU-][-A,Assumenda Temporibus,Home,Kitchen,328.5371,EUR,False,2017-06-30,
173,SKU-{0}--,Ullam Optio,Home,Furniture,1070.9100,EUR,False,2018-02-06,
174,SKU-A]]Z-],Laborum Expedita,Electronics,Cameras,1429.1046,EUR,False,2016-10-07,
175,SKU-[6-]---]}6,Est Praesentium,Home,Furniture,1125.0521,AUD,False,2015-09-15,
176,SKU-9006A{69],Exercitationem Illum,Books,Fiction,1945.6272,AUD,False,2016-09-27,
177,SKU-A]-,Doloremque Expedita,Home,Kitchen,41.7266,EUR,False,2020-08-18,
178,SKU-[}}-A-}},Voluptatem Delectus,Books,Comics,1007.1890,USD,False,2021-01-09,
179,SKU-6Z,Sequi Nisi,Books,Fiction,1291.0903,USD,True,2018-09-26,2019-04-03
180,SKU-}6{-{,Tempore Similique,Toys,Educational,910.5506,USD,False,2016-03-05,
181,SKU-[,Ea Earum,Clothing,Kids,165.8015,AUD,False,2020-04-12,
182,SKU--9ZZ{{99A,Officia Laboriosam,Electronics,Audio,1311.8205,AUD,False,2015-10-03,
183,SKU-[]6-Z6},Blanditiis Nostrum,Electronics,Phones,1209.6008,USD,False,2021-07-07,
184,SKU-Z[[6[-]{6,Dolorum Recusandae,Books,Comics,884.6506,AUD,False,2022-05-20,
185,SKU-}{A[A[[,Hic Deleniti,Home,Furniture,424.5952,EUR,True,2018-04-25,2019-09-19
186,SKU-[}-[0{{-[,Modi Voluptatem,Books,Fiction,147.2693,AUD,False,2015-12-28,
187,SKU--Z0699]Z}6,Accusantium Sint,Clothing,Women,1486.7758,USD,False,2019-03-19,
188,SKU-AZA,Perspiciatis Reprehenderit,Beauty,Haircare,1015.8732,EUR,False,2018-02-03,
189,SKU-6-Z][]]{,Nemo Quos,Home,Furniture,54.4496,AUD,False,2017-12-17,
190,SKU-A[,Asperiores Reiciendis,Books,Comics,1530.0855,USD,False,2022-03-28,
191,SKU-{}]}-[}{{],Dicta Voluptatem,Home,Furniture,508.8911,USD,False,2015-08-28,
192,SKU-A9[Z}6{{9,Quis Eius,Books,Fiction,1841.8403,AUD,False,2021-06-07,
193,SKU-99}{{],Adipisci Pariatur,Electronics,Cameras,1142.6077,EUR,False,2019-04-08,
194,SKU-AA-,Impedit Corporis,Books,Comics,1839.5589,AUD,True,2022-06-12,2025-05-29
195,SKU--{[6A-9,Iure Ad,Books,Comics,723.4319,EUR,False,2017-01-13,
196,SKU-ZA-AA,Cupiditate Minima,Home,Furniture,591.4706,EUR,False,2017-11-01,
197,SKU--06}0Z09}-,Modi Totam,Beauty,Makeup,745.9956,USD,False,2015-05-09,
198,SKU-{A-0,Ullam Molestiae,Books,Fiction,119.2419,USD,False,2022-06-03,
199,SKU-]9{-[[,Quibusdam Iste,Clothing,Men,588.8865,EUR,False,2021-08-26,
200,SKU--ZA0][,Ab Quia,Clothing,Women,835.0569,AUD,False,2017-10-22,
201,SKU-A]-9Z---}],Perferendis Molestias,Beauty,Haircare,1732.3429,USD,False,2021-08-08,
202,SKU-09{,Unde Debitis,Books,Non-Fiction,337.6380,AUD,False,2016-04-02,
203,SKU-9-ZZ0Z{-Z,Nesciunt Est,Home,Decor,240.0251,USD,False,2019-04-11,
204,SKU-]9[{ZA{9A{,Et Molestiae,Toys,Outdoor,769.5299,EUR,False,2020-02-23,
205,SKU-}Z[}{-[ZA,Quo Aliquid,Clothing,Women,824.6889,EUR,True,2021-11-05,2021-12-27
206,SKU-Z---6,Placeat Beatae,Books,Comics,1610.3283,AUD,False,2019-11-12,
207,SKU-A,Eum Fugit,Electronics,Cameras,540.9932,AUD,False,2022-06-27,
208,SKU--ZA0[Z-A{,Commodi Et,Clothing,Men,72.2919,EUR,False,2020-12-22,
209,SKU-{A{]-],Nam Inventore,Electronics,Audio,1602.2170,AUD,False,2018-04-23,
210,SKU-}9[--{,Corrupti Reiciendis,Beauty,Haircare,412.1619,AUD,False,2017-02-24,
211,SKU-{A,Perspiciatis Inventore,Toys,Board Games,1547.3065,EUR,False,2016-09-23,
212,SKU---[[{}A]],Vel Ipsa,Clothing,Men,1709.0158,AUD,True,2016-01-11,2017-06-25
213,SKU-9-}[Z-},Debitis Cumque,Electronics,Audio,259.8294,AUD,False,2018-07-26,
214,SKU-96}}-[[0,Iste Expedita,Home,Decor,169.0182,AUD,False,2019-08-16,
215,SKU-Z[AA,Labore Repudiandae,Beauty,Makeup,1199.3883,AUD,False,2021-12-03,
216,SKU--A9-6--ZZ,Odit Facilis,Home,Decor,1031.5384,EUR,False,2015-08-12,
217,SKU---{6,Ut Quibusdam,Beauty,Haircare,579.3436,EUR,False,2020-01-13,
218,SKU-{[Z60}9Z9,Occaecati Sed,Clothing,Women,1788.7764,USD,False,2021-10-17,
219,SKU-6AA]--]06,Assumenda Recusandae,Home,Kitchen,94.0122,USD,False,2021-04-10,
220,SKU-A{0,Hic Voluptatum,Electronics,Laptops,1762.7295,USD,False,2021-05-24,
221,SKU--[-,Odit Non,Beauty,Makeup,231.3932,USD,False,2018-05-28,
222,SKU-AZ9-][,Optio Quidem,Home,Furniture,477.6983,EUR,False,2021-09-18,
223,SKU-6{00-6[,Perferendis Consequatur,Electronics,Audio,10.7078,USD,False,2020-02-13,
224,SKU-A}{696,Aliquam Totam,Books,Fiction,1602.4602,USD,False,2016-03-11,
225,SKU-0}-Z]}6[9,Voluptates Sed,Home,Furniture,324.6260,USD,False,2019-09-18,
226,SKU-]Z[6}A,Magni Aliquid,Toys,Outdoor,1470.3882,AUD,False,2018-01-24,
227,SKU-0A9ZA]6,Quod Tempora,Electronics,Phones,271.4029,USD,False,2021-04-04,
228,SKU-}A6A0966,Esse Sit,Beauty,Skincare,1921.3147,EUR,False,2019-09-09,
229,SKU-}-6[]-060,Unde Ducimus,Clothing,Kids,1391.0898,EUR,False,2017-11-06,
230,SKU--Z-]]-,Eligendi At,Home,Kitchen,465.1001,AUD,False,2015-07-31,
231,SKU-]}Z}0,Cumque Vero,Clothing,Women,1062.0841,AUD,False,2017-05-02,
232,SKU-]0A-,Ea Aperiam,Clothing,Women,111.9627,USD,False,2018-03-06,
233,SKU-}6-}{-9AA,Doloribus Id,Home,Furniture,1441.0266,USD,False,2019-05-06,
234,SKU-Z-99Z6{,Dignissimos Dolore,Books,Fiction,540.8736,EUR,False,2016-06-02,
235,SKU-A]{6[-,Modi Necessitatibus,Books,Comics,78.6151,AUD,False,2015-06-05,
236,SKU-]-Z],Magnam Debitis,Electronics,Phones,1620.2417,EUR,False,2017-05-12,
237,SKU--A9}6,Repudiandae Blanditiis,Electronics,Phones,1060.5799,AUD,False,2015-08-10,
238,SKU--ZA},Reprehenderit Ullam,Electronics,Laptops,1113.5863,USD,False,2016-07-12,
239,SKU-}]0AA][-0[,Saepe Harum,Toys,Board Games,1901.6330,USD,False,2017-05-24,
240,SKU-[6}ZA[{0]},Sapiente Quas,Clothing,Women,784.5762,AUD,False,2019-12-25,
241,SKU-60{{],Nisi Corrupti,Home,Kitchen,536.6125,USD,False,2015-05-21,
242,SKU-6-6[Z,Eveniet Reprehenderit,Toys,Board Games,879.6902,AUD,False,2022-01-29,
243,SKU--AA,Incidunt Explicabo,Beauty,Skincare,780.9443,AUD,False,2016-10-03,
244,SKU-{0-,Accusantium Non,Electronics,Cameras,911.8900,AUD,False,2020-02-02,
245,SKU-]9{],Perspiciatis Ut,Clothing,Men,1717.2319,EUR,False,2017-03-31,
246,SKU-{[0,Eligendi Perferendis,Electronics,Phones,143.3888,USD,False,2019-10-12,
247,SKU-{}],Fuga Libero,Home,Kitchen,121.6825,USD,False,2021-06-30,
248,SKU-{0Z-9-,Dolorum Dolore,Clothing,Men,438.3768,USD,False,2017-11-11,
249,SKU--]6609-,Blanditiis Dicta,Clothing,Kids,1192.1420,USD,False,2017-04-23,
250,SKU-0Z6{],Rerum Perferendis,Books,Comics,1256.5164,AUD,False,2016-09-16,
